分類排序,原始排序,主分類,子分類,publisher,name,url,具體用途（中文）,API/服務型態,典型輸入,典型輸出,落地操作步驟,建議串接位置,POC檢核,nimType,原始 Use Case,general,description
97,121,語音與翻譯,語音轉文字 ASR,nvidia,conformer-ctc-asr,https://build.nvidia.com/nvidia/conformer-ctc-asr,將語音即時或批次轉成文字，支援字幕、會議記錄、客服錄音分析與語音管線。,Speech-to-Text / ASR API,音訊檔、即時音訊串流、語言/時間戳設定,逐字稿、時間戳、可能的翻譯文字,1. 將音訊切段或建立 streaming session。2. 呼叫 ASR/AST 模型。3. 做標點、說話者或章節後處理。4. 存入搜尋索引。5. 接摘要、客服分析或字幕輸出。,字幕、會議記錄、客服錄音分析、語音資料湖,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,Speech-to-Text,ASR; streaming; Spanish; NVIDIA NIM; NVIDIA Riva,Automatic speech recognition model that transcribes speech in lower case Spanish with record-setting accuracy and performance
98,21,語音與翻譯,語音轉文字 ASR,nvidia,nemotron-asr-streaming,https://build.nvidia.com/nvidia/nemotron-asr-streaming,將語音即時或批次轉成文字，支援字幕、會議記錄、客服錄音分析與語音管線。,Speech-to-Text / ASR API,音訊檔、即時音訊串流、語言/時間戳設定,逐字稿、時間戳、可能的翻譯文字,1. 將音訊切段或建立 streaming session。2. 呼叫 ASR/AST 模型。3. 做標點、說話者或章節後處理。4. 存入搜尋索引。5. 接摘要、客服分析或字幕輸出。,字幕、會議記錄、客服錄音分析、語音資料湖,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,(未標示),Automatic Speech Recognition; NVIDIA NIM; NVIDIA Riva,Real-time speech recognition for English
99,88,語音與翻譯,語音轉文字 ASR,nvidia,parakeet-1.1b-rnnt-multilingual-asr,https://build.nvidia.com/nvidia/parakeet-1_1b-rnnt-multilingual-asr,將語音即時或批次轉成文字，支援字幕、會議記錄、客服錄音分析與語音管線。,Speech-to-Text / ASR API,音訊檔、即時音訊串流、語言/時間戳設定,逐字稿、時間戳、可能的翻譯文字,1. 將音訊切段或建立 streaming session。2. 呼叫 ASR/AST 模型。3. 做標點、說話者或章節後處理。4. 存入搜尋索引。5. 接摘要、客服分析或字幕輸出。,字幕、會議記錄、客服錄音分析、語音資料湖,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,Speech-to-Text,Automatic Speech Recognition; NVIDIA NIM; NVIDIA Riva,High accuracy and optimized performance for transcription in 25 languages
100,57,語音與翻譯,語音轉文字 ASR,nvidia,parakeet-ctc-0.6b-es,https://build.nvidia.com/nvidia/parakeet-ctc-0_6b-es,將語音即時或批次轉成文字，支援字幕、會議記錄、客服錄音分析與語音管線。,Speech-to-Text / ASR API,音訊檔、即時音訊串流、語言/時間戳設定,逐字稿、時間戳、可能的翻譯文字,1. 將音訊切段或建立 streaming session。2. 呼叫 ASR/AST 模型。3. 做標點、說話者或章節後處理。4. 存入搜尋索引。5. 接摘要、客服分析或字幕輸出。,字幕、會議記錄、客服錄音分析、語音資料湖,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,Speech-to-Text,ASR; Streaming; Spanish; NVIDIA NIM,Accurate and optimized Spanish English transcriptions with punctuation and word timestamps.
101,58,語音與翻譯,語音轉文字 ASR,nvidia,parakeet-ctc-0.6b-vi,https://build.nvidia.com/nvidia/parakeet-ctc-0_6b-vi,將語音即時或批次轉成文字，支援字幕、會議記錄、客服錄音分析與語音管線。,Speech-to-Text / ASR API,音訊檔、即時音訊串流、語言/時間戳設定,逐字稿、時間戳、可能的翻譯文字,1. 將音訊切段或建立 streaming session。2. 呼叫 ASR/AST 模型。3. 做標點、說話者或章節後處理。4. 存入搜尋索引。5. 接摘要、客服分析或字幕輸出。,字幕、會議記錄、客服錄音分析、語音資料湖,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,Speech-to-Text,ASR; Streaming; Vietnamese; NVIDIA NIM,Accurate and optimized Vietnamese-English transcriptions with punctuation and word timestamps.
102,56,語音與翻譯,語音轉文字 ASR,nvidia,parakeet-ctc-0.6b-zh-cn,https://build.nvidia.com/nvidia/parakeet-ctc-0_6b-zh-cn,將語音即時或批次轉成文字，支援字幕、會議記錄、客服錄音分析與語音管線。,Speech-to-Text / ASR API,音訊檔、即時音訊串流、語言/時間戳設定,逐字稿、時間戳、可能的翻譯文字,1. 將音訊切段或建立 streaming session。2. 呼叫 ASR/AST 模型。3. 做標點、說話者或章節後處理。4. 存入搜尋索引。5. 接摘要、客服分析或字幕輸出。,字幕、會議記錄、客服錄音分析、語音資料湖,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,Speech-to-Text,ASR; Streaming; Mandarin; NVIDIA NIM,Record-setting accuracy and performance for Mandarin English transcriptions.
103,51,語音與翻譯,語音轉文字 ASR,nvidia,parakeet-ctc-0.6b-zh-tw,https://build.nvidia.com/nvidia/parakeet-ctc-0_6b-zh-tw,將語音即時或批次轉成文字，支援字幕、會議記錄、客服錄音分析與語音管線。,Speech-to-Text / ASR API,音訊檔、即時音訊串流、語言/時間戳設定,逐字稿、時間戳、可能的翻譯文字,1. 將音訊切段或建立 streaming session。2. 呼叫 ASR/AST 模型。3. 做標點、說話者或章節後處理。4. 存入搜尋索引。5. 接摘要、客服分析或字幕輸出。,字幕、會議記錄、客服錄音分析、語音資料湖,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,Speech-to-Text,ASR; Streaming; Taiwanese; NVIDIA NIM,Record-setting accuracy and performance for Mandarin Taiwanese English transcriptions.
104,134,語音與翻譯,語音轉文字 ASR,nvidia,parakeet-ctc-1.1b-asr,https://build.nvidia.com/nvidia/parakeet-ctc-1_1b-asr,將語音即時或批次轉成文字，支援字幕、會議記錄、客服錄音分析與語音管線。,Speech-to-Text / ASR API,音訊檔、即時音訊串流、語言/時間戳設定,逐字稿、時間戳、可能的翻譯文字,1. 將音訊切段或建立 streaming session。2. 呼叫 ASR/AST 模型。3. 做標點、說話者或章節後處理。4. 存入搜尋索引。5. 接摘要、客服分析或字幕輸出。,字幕、會議記錄、客服錄音分析、語音資料湖,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,Speech-to-Text,ASR; Streaming; English; batch; NVIDIA NIM,Record-setting accuracy and performance for English transcription.
105,68,語音與翻譯,語音轉文字 ASR,nvidia,parakeet-tdt-0.6b-v2,https://build.nvidia.com/nvidia/parakeet-tdt-0_6b-v2,將語音即時或批次轉成文字，支援字幕、會議記錄、客服錄音分析與語音管線。,Speech-to-Text / ASR API,音訊檔、即時音訊串流、語言/時間戳設定,逐字稿、時間戳、可能的翻譯文字,1. 將音訊切段或建立 streaming session。2. 呼叫 ASR/AST 模型。3. 做標點、說話者或章節後處理。4. 存入搜尋索引。5. 接摘要、客服分析或字幕輸出。,字幕、會議記錄、客服錄音分析、語音資料湖,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,(未標示),ASR; English; NVIDIA NIM; NVIDIA Riva; speech-to-text,Accurate and optimized English transcriptions with punctuation and word timestamps
106,109,語音與翻譯,語音辨識 + 語音翻譯,nvidia,canary-1b-asr,https://build.nvidia.com/nvidia/canary-1b-asr,將語音轉文字並可做語音翻譯，適合多語會議、字幕與語音資料處理。,Speech-to-Text / ASR API,音訊檔、即時音訊串流、語言/時間戳設定,逐字稿、時間戳、可能的翻譯文字,1. 將音訊切段或建立 streaming session。2. 呼叫 ASR/AST 模型。3. 做標點、說話者或章節後處理。4. 存入搜尋索引。5. 接摘要、客服分析或字幕輸出。,字幕、會議記錄、客服錄音分析、語音資料湖,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,(未標示),Automatic Speech Recognition; Automatic Speech Translation; NVIDIA NIM; NVIDIA Riva,Multi-lingual model supporting speech-to-text recognition and translation.
107,135,語音與翻譯,語音辨識 + 語音翻譯,nvidia,parakeet-ctc-0.6b-asr,https://build.nvidia.com/nvidia/parakeet-ctc-0_6b-asr,將語音轉文字並可做語音翻譯，適合多語會議、字幕與語音資料處理。,Speech-to-Text / ASR API,音訊檔、即時音訊串流、語言/時間戳設定,逐字稿、時間戳、可能的翻譯文字,1. 將音訊切段或建立 streaming session。2. 呼叫 ASR/AST 模型。3. 做標點、說話者或章節後處理。4. 存入搜尋索引。5. 接摘要、客服分析或字幕輸出。,字幕、會議記錄、客服錄音分析、語音資料湖,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,Speech-to-Text,ASR; Streaming; English; Batch; Fast; NVIDIA NIM,State-of-the-art accuracy and speed for English transcriptions.
108,108,語音與翻譯,語音辨識 + 語音翻譯,openai,whisper-large-v3,https://build.nvidia.com/openai/whisper-large-v3,將語音轉文字並可做語音翻譯，適合多語會議、字幕與語音資料處理。,Speech-to-Text / ASR API,音訊檔、即時音訊串流、語言/時間戳設定,逐字稿、時間戳、可能的翻譯文字,1. 將音訊切段或建立 streaming session。2. 呼叫 ASR/AST 模型。3. 做標點、說話者或章節後處理。4. 存入搜尋索引。5. 接摘要、客服分析或字幕輸出。,字幕、會議記錄、客服錄音分析、語音資料湖,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available; Partner Endpoint,Speech-to-Text,ASR; AST; batch; Multilingual; NVIDIA Riva; whisper,Robust Speech Recognition via Large-Scale Weak Supervision.
109,133,語音與翻譯,文字翻譯,nvidia,megatron-1b-nmt,https://build.nvidia.com/nvidia/megatron-1b-nmt,做多語文字翻譯，適合客服、文件在地化、跨國協作與即時溝通。,Translation API,來源文字、來源/目標語言、少量範例或術語表,翻譯後文字,1. 定義語言方向與術語表。2. 呼叫翻譯模型。3. 做格式保留與品質檢查。4. 對專有名詞做 glossary 校正。5. 接文件在地化或客服系統。,文件在地化、客服翻譯、多語知識庫,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,Text Translation,Neural machine translation; NVIDIA NIM,Enable smooth global interactions in 36 languages.
110,76,語音與翻譯,文字翻譯,nvidia,riva-translate-1.6b,https://build.nvidia.com/nvidia/riva-translate-1_6b,做多語文字翻譯，適合客服、文件在地化、跨國協作與即時溝通。,Translation API,來源文字、來源/目標語言、少量範例或術語表,翻譯後文字,1. 定義語言方向與術語表。2. 呼叫翻譯模型。3. 做格式保留與品質檢查。4. 對專有名詞做 glossary 校正。5. 接文件在地化或客服系統。,文件在地化、客服翻譯、多語知識庫,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,Text Translation,Neural machine translation; NVIDIA NIM,Enable smooth global interactions in 36 languages.
111,41,語音與翻譯,文字翻譯,nvidia,riva-translate-4b-instruct-v1_1,https://build.nvidia.com/nvidia/riva-translate-4b-instruct-v1_1,做多語文字翻譯，適合客服、文件在地化、跨國協作與即時溝通。,Translation API,來源文字、來源/目標語言、少量範例或術語表,翻譯後文字,1. 定義語言方向與術語表。2. 呼叫翻譯模型。3. 做格式保留與品質檢查。4. 對專有名詞做 glossary 校正。5. 接文件在地化或客服系統。,文件在地化、客服翻譯、多語知識庫,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Free Endpoint,Text Translation,nvidia nim; neural machine translation,Translation model in 12 languages with few-shots example prompts capability.
112,96,語音與翻譯,文字轉語音 TTS,nvidia,magpie-tts-multilingual,https://build.nvidia.com/nvidia/magpie-tts-multilingual,把文字轉成自然語音，可用於語音助理、品牌聲音、旁白與多語內容。,Text-to-Speech API,文字、聲音樣本/語者設定、語速/情緒參數,語音音訊檔或串流,1. 清理輸入文字並標註語氣。2. 選擇聲音或提供短音檔。3. 呼叫 TTS 生成音訊。4. 做音量/格式轉換。5. 接語音助理、旁白或 IVR。,語音助理、客服 IVR、旁白、多語內容,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,Text-to-Speech,TTS; NVIDIA NIM; NVIDIA Riva; multilingual,Natural and expressive voices in multiple languages. For voice agents and brand ambassadors.
113,85,語音與翻譯,文字轉語音 TTS,nvidia,magpie-tts-zeroshot,https://build.nvidia.com/nvidia/magpie-tts-zeroshot,把文字轉成自然語音，可用於語音助理、品牌聲音、旁白與多語內容。,Text-to-Speech API,文字、聲音樣本/語者設定、語速/情緒參數,語音音訊檔或串流,1. 清理輸入文字並標註語氣。2. 選擇聲音或提供短音檔。3. 呼叫 TTS 生成音訊。4. 做音量/格式轉換。5. 接語音助理、旁白或 IVR。,語音助理、客服 IVR、旁白、多語內容,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Free Endpoint,Text-to-Speech,TTS; NVIDIA NIM; NVIDIA Riva,"Expressive and engaging text-to-speech, generated from a short audio sample."
114,20,語音與翻譯,即時語音對話,nvidia,nemotron-voicechat,https://build.nvidia.com/nvidia/nemotron-voicechat,建立可即時聽與回應的語音助理或客服語音 agent。,Realtime Voice / Voicechat API,麥克風音訊串流 + 對話上下文,即時語音回覆或文字+語音回覆,1. 建立前端錄音與串流。2. 串接 voicechat 模型。3. 保存對話狀態。4. 加入中斷、轉人工、敏感資訊遮罩。5. 部署到客服或桌面助理。,即時語音客服、桌面語音助理、語音 agent,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Free Endpoint,(未標示),English; voice chat; NVIDIA NIM,Nemotron 3 Voicechat
115,81,語音與翻譯,語音增強/降噪,nvidia,Background Noise Removal,https://build.nvidia.com/nvidia/bnr,移除音訊背景噪音，提升通話、會議、Podcast 或語音辨識前處理品質。,Audio Enhancement API,含噪音或低品質語音音訊,降噪/增強後音訊,1. 將音訊切段。2. 呼叫降噪/增強模型。3. 正規化音量與格式。4. 送入 ASR 或直接輸出。5. 監控音質與延遲。,會議音訊處理、Podcast、ASR 前處理、通話品質提升,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,(未標示),Nvidia Maxine; Speech-to-speech; Digital Human; Speech Enhancement,Removes unwanted noises from audio improving speech intelligibility.
116,123,語音與翻譯,語音增強/降噪,nvidia,studiovoice,https://build.nvidia.com/nvidia/studiovoice,提升錄音品質或移除背景噪音，適合會議、通話、Podcast 與 ASR 前處理。,Audio Enhancement API,含噪音或低品質語音音訊,降噪/增強後音訊,1. 將音訊切段。2. 呼叫降噪/增強模型。3. 正規化音量與格式。4. 送入 ASR 或直接輸出。5. 監控音質與延遲。,會議音訊處理、Podcast、ASR 前處理、通話品質提升,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available; Free Endpoint,(未標示),communications; mic quality; nvidia ai for media; speech enhancement,"Enhance input speech recorded with low-quality microphones in noisy or reverberant environments, producing studio-quality speech."
117,12,媒體 AI 與影片工具,AI 合成影片偵測,nvidia,synthetic-video-detector,https://build.nvidia.com/nvidia/synthetic-video-detector,判斷影片是否為 AI 生成/合成影片，適合媒體查核、版權審核與內容驗證。,Media / Video Processing API,影片、音訊、參考光源/目標音訊/偵測設定,處理後影片、偵測分數、說話者區段或視線/嘴型結果,1. 抽取影片片段或上傳媒體。2. 呼叫對應媒體模型。3. 根據輸出更新剪輯、字幕、審核或後製資料。4. 做人工抽查。5. 匯出成 NLE/CMS 可用格式。,媒體後製、內容審核、配音在地化、會議/節目分析,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available; Free Endpoint,(未標示),broadcast; media2; forensics; nvidia ai for media; diffusion models,NVIDIA Synthetic Video Detector is an AI-powered micro-service for detecting AI‑generated (synthetic) videos.
118,10,媒體 AI 與影片工具,影片人物重打光,nvidia,NVIDIA AI for Media Relighting,https://build.nvidia.com/nvidia/relighting,把影片中的人物重新打光，讓遠端錄影、主播或訪談畫面匹配指定 HDRI/場景光源。,Media / Video Processing API,影片、音訊、參考光源/目標音訊/偵測設定,處理後影片、偵測分數、說話者區段或視線/嘴型結果,1. 抽取影片片段或上傳媒體。2. 呼叫對應媒體模型。3. 根據輸出更新剪輯、字幕、審核或後製資料。4. 做人工抽查。5. 匯出成 NLE/CMS 可用格式。,媒體後製、內容審核、配音在地化、會議/節目分析,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,(未標示),HDRI; remote contribution; lighting; nvidia ai for media,Re-illuminate people in video to match target lighting from a 360 HDRI environment map.
119,13,媒體 AI 與影片工具,說話者偵測,nvidia,Active Speaker Detection,https://build.nvidia.com/nvidia/active-speaker-detection,在影片中找出誰正在說話並追蹤說話者，適合會議、節目、字幕與剪輯自動化。,Media / Video Processing API,影片、音訊、參考光源/目標音訊/偵測設定,處理後影片、偵測分數、說話者區段或視線/嘴型結果,1. 抽取影片片段或上傳媒體。2. 呼叫對應媒體模型。3. 根據輸出更新剪輯、字幕、審核或後製資料。4. 做人工抽查。5. 匯出成 NLE/CMS 可用格式。,媒體後製、內容審核、配音在地化、會議/節目分析,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available; Free Endpoint,(未標示),localization; speaker detection; dubbing; nvidia ai for media; broadcast-logging,Detect and track speaker identities across video frames.
120,14,媒體 AI 與影片工具,嘴型同步/配音,nvidia,LipSync,https://build.nvidia.com/nvidia/lipsync,把影片人物嘴型同步到新音訊，適合配音、在地化、新聞/體育多語內容製作。,Media / Video Processing API,影片、音訊、參考光源/目標音訊/偵測設定,處理後影片、偵測分數、說話者區段或視線/嘴型結果,1. 抽取影片片段或上傳媒體。2. 呼叫對應媒體模型。3. 根據輸出更新剪輯、字幕、審核或後製資料。4. 做人工抽查。5. 匯出成 NLE/CMS 可用格式。,媒體後製、內容審核、配音在地化、會議/節目分析,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,(未標示),lipsync; localization; news; sports; dubbing; translation,Generative lip dubbing that syncs lips in a video to input audio.
121,138,媒體 AI 與影片工具,視線校正,nvidia,eyecontact,https://build.nvidia.com/nvidia/eyecontact,校正影片人物視線，讓視線看起來面向鏡頭，適合遠距會議與虛擬人。,Media / Video Processing API,影片、音訊、參考光源/目標音訊/偵測設定,處理後影片、偵測分數、說話者區段或視線/嘴型結果,1. 抽取影片片段或上傳媒體。2. 呼叫對應媒體模型。3. 根據輸出更新剪輯、字幕、審核或後製資料。4. 做人工抽查。5. 匯出成 NLE/CMS 可用格式。,媒體後製、內容審核、配音在地化、會議/節目分析,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,(未標示),telepresence; Nvidia Maxine; Digital Human,Estimate gaze angles of a person in a video and redirect to make it frontal.
122,75,安全與治理,內容安全與政策審核,meta,llama-guard-4-12b,https://build.nvidia.com/meta/llama-guard-4-12b,分類不安全、毒性或政策違規的文字/圖像輸入輸出，作為 LLM moderation 與 guardrail。,Safety / Guardrail API,使用者輸入、模型輸出、工具呼叫內容或候選回覆,安全分類、風險分數、違規類別或阻擋/允許決策,1. 在 LLM 前後各加一次安全檢查。2. 將輸入/輸出送入 safety 模型。3. 依分類結果允許、拒答、改寫或轉人工。4. 記錄風險事件。5. 定期用真實案例調整 policy。,LLM gateway、客服平台、agent 工具呼叫前置檢查、合規稽核,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Partner Endpoint; Free Endpoint,(未標示),LLM Multimodal Safety; Content Safety; Guardrail; Content Moderator,Multi-modal model to classify safety for input prompts as well output responses.
123,112,安全與治理,內容安全與政策審核,nvidia,llama-3.1-nemoguard-8b-content-safety,https://build.nvidia.com/nvidia/llama-3_1-nemoguard-8b-content-safety,分類不安全、毒性或政策違規的文字/圖像輸入輸出，作為 LLM moderation 與 guardrail。,Safety / Guardrail API,使用者輸入、模型輸出、工具呼叫內容或候選回覆,安全分類、風險分數、違規類別或阻擋/允許決策,1. 在 LLM 前後各加一次安全檢查。2. 將輸入/輸出送入 safety 模型。3. 依分類結果允許、拒答、改寫或轉人工。4. 記錄風險事件。5. 定期用真實案例調整 policy。,LLM gateway、客服平台、agent 工具呼叫前置檢查、合規稽核,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,(未標示),nemo guardrails; LLM safety; Safety and moderation; dialogue safety; nemotron,Leading content safety model for enhancing the safety and moderation capabilities of LLMs
124,49,安全與治理,內容安全與政策審核,nvidia,llama-3.1-nemotron-safety-guard-8b-v3,https://build.nvidia.com/nvidia/llama-3_1-nemotron-safety-guard-8b-v3,分類不安全、毒性或政策違規的文字/圖像輸入輸出，作為 LLM moderation 與 guardrail。,Safety / Guardrail API,使用者輸入、模型輸出、工具呼叫內容或候選回覆,安全分類、風險分數、違規類別或阻擋/允許決策,1. 在 LLM 前後各加一次安全檢查。2. 將輸入/輸出送入 safety 模型。3. 依分類結果允許、拒答、改寫或轉人工。4. 記錄風險事件。5. 定期用真實案例調整 policy。,LLM gateway、客服平台、agent 工具呼叫前置檢查、合規稽核,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Free Endpoint,(未標示),content moderation; llm safety; multilingual guard model; multilingual content safety; nemoguard,Leading multilingual content safety model for enhancing the safety and moderation capabilities of LLMs
125,11,安全與治理,內容安全與政策審核,nvidia,nemotron-3-content-safety,https://build.nvidia.com/nvidia/nemotron-3-content-safety,分類不安全、毒性或政策違規的文字/圖像輸入輸出，作為 LLM moderation 與 guardrail。,Safety / Guardrail API,使用者輸入、模型輸出、工具呼叫內容或候選回覆,安全分類、風險分數、違規類別或阻擋/允許決策,1. 在 LLM 前後各加一次安全檢查。2. 將輸入/輸出送入 safety 模型。3. 依分類結果允許、拒答、改寫或轉人工。4. 記錄風險事件。5. 定期用真實案例調整 policy。,LLM gateway、客服平台、agent 工具呼叫前置檢查、合規稽核,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Free Endpoint,(未標示),llm safety; safety and moderation; multilingual content safety; ai safety nemo guardrails,"Multilingual, multimodal model for detecting unsafe and toxic content."
126,37,安全與治理,內容安全與政策審核,nvidia,nemotron-content-safety-reasoning-4b,https://build.nvidia.com/nvidia/nemotron-content-safety-reasoning-4b,分類不安全、毒性或政策違規的文字/圖像輸入輸出，作為 LLM moderation 與 guardrail。,Safety / Guardrail API,使用者輸入、模型輸出、工具呼叫內容或候選回覆,安全分類、風險分數、違規類別或阻擋/允許決策,1. 在 LLM 前後各加一次安全檢查。2. 將輸入/輸出送入 safety 模型。3. 依分類結果允許、拒答、改寫或轉人工。4. 記錄風險事件。5. 定期用真實案例調整 policy。,LLM gateway、客服平台、agent 工具呼叫前置檢查、合規稽核,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Free Endpoint,(未標示),NeMo Guardrails; Nemotron; reasoning; Safety and Moderation,A context‑aware safety model that applies reasoning to enforce domain‑specific policies.
127,111,安全與治理,Jailbreak / Prompt Injection 偵測,nvidia,nemoguard-jailbreak-detect,https://build.nvidia.com/nvidia/nemoguard-jailbreak-detect,偵測 prompt injection 與 jailbreak 攻擊，保護聊天機器人、agent 與企業內部工具。,Safety / Guardrail API,使用者輸入、模型輸出、工具呼叫內容或候選回覆,安全分類、風險分數、違規類別或阻擋/允許決策,1. 在 LLM 前後各加一次安全檢查。2. 將輸入/輸出送入 safety 模型。3. 依分類結果允許、拒答、改寫或轉人工。4. 記錄風險事件。5. 定期用真實案例調整 policy。,LLM gateway、客服平台、agent 工具呼叫前置檢查、合規稽核,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,(未標示),nemo guardrails; llm security; NIM; Prompt Injection; Safety and Moderation; LLM Safety,Industry leading jailbreak classification model for protection from adversarial attempts
128,110,安全與治理,對話主題控管,nvidia,llama-3.1-nemoguard-8b-topic-control,https://build.nvidia.com/nvidia/llama-3_1-nemoguard-8b-topic-control,限制對話維持在核准主題內，避免客服或企業助理偏離業務範圍。,Safety / Guardrail API,使用者輸入、模型輸出、工具呼叫內容或候選回覆,安全分類、風險分數、違規類別或阻擋/允許決策,1. 在 LLM 前後各加一次安全檢查。2. 將輸入/輸出送入 safety 模型。3. 依分類結果允許、拒答、改寫或轉人工。4. 記錄風險事件。5. 定期用真實案例調整 policy。,LLM gateway、客服平台、agent 工具呼叫前置檢查、合規稽核,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Download Available,(未標示),nemo guardrails; LLM safety; Safety and moderation; dialogue safety; nemotron,"Topic control model to keep conversations focused on approved topics, avoiding inappropriate content."
129,31,安全與治理,個資偵測,nvidia,gliner-pii,https://build.nvidia.com/nvidia/gliner-pii,偵測文字中的個資與敏感資訊，例如姓名、電話、地址、證件號，支援遮罩與稽核。,Safety / Guardrail API,使用者輸入、模型輸出、工具呼叫內容或候選回覆,安全分類、風險分數、違規類別或阻擋/允許決策,1. 在 LLM 前後各加一次安全檢查。2. 將輸入/輸出送入 safety 模型。3. 依分類結果允許、拒答、改寫或轉人工。4. 記錄風險事件。5. 定期用真實案例調整 policy。,LLM gateway、客服平台、agent 工具呼叫前置檢查、合規稽核,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Free Endpoint,(未標示),PII Detection; NVIDIA NIM,GLiNER PII detects Personally Identifiable Information in text.
130,80,Physical AI / 自駕 / 機器人,物理一致影片生成,nvidia,cosmos-transfer1-7b,https://build.nvidia.com/nvidia/cosmos-transfer1-7b,從文字與空間控制輸入生成物理一致的影片世界狀態，產生機器人/自駕訓練資料。,Physical AI / Simulation / AV API,影片、相機/雷達資料、HD map、控制條件、模擬場景或 prompt,合成影片、未來世界狀態、3D 偵測、BEV 結果、規劃/推理結果,1. 定義場景與感測器資料格式。2. 呼叫模型生成/理解/預測場景。3. 將輸出送入訓練、評估或模擬迴圈。4. 與真實資料比對。5. 對安全關鍵結果保留人工與規則驗證。,機器人訓練資料生成、自駕感知評估、模擬測試、Physical AI pipeline,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Free Endpoint,Synthetic Data Generation,Autonomous Vehicles; Physical AI; robotics; video-to-world,Generates physics-aware video world states for physical AI development using text prompts and multiple spatial control inputs derived from real-world data or simulation.
131,33,Physical AI / 自駕 / 機器人,物理一致影片生成,nvidia,cosmos-transfer2.5-2b,https://build.nvidia.com/nvidia/cosmos-transfer2_5-2b,從文字與空間控制輸入生成物理一致的影片世界狀態，產生機器人/自駕訓練資料。,Physical AI / Simulation / AV API,影片、相機/雷達資料、HD map、控制條件、模擬場景或 prompt,合成影片、未來世界狀態、3D 偵測、BEV 結果、規劃/推理結果,1. 定義場景與感測器資料格式。2. 呼叫模型生成/理解/預測場景。3. 將輸出送入訓練、評估或模擬迴圈。4. 與真實資料比對。5. 對安全關鍵結果保留人工與規則驗證。,機器人訓練資料生成、自駕感知評估、模擬測試、Physical AI pipeline,先用 20-50 筆代表資料測 latency、準確率與成本，再決定雲端端點或自部署。,Free Endpoint,Synthetic Data Generation,Autonomous Vehicles; Physical AI; robotics; video-to-world,Generates physics-aware video world states for physical AI development using text prompts and multiple spatial control inputs derived from real-world data or simulation.
